degree_id,course_id,course
54,7233,Comparative International Healthcare Systems 
54,7234,Competitive Healthcare Intelligence and Pricing 
54,7235,Foundations of Insurance and Global Access 
54,7236,Foundations of Product Development and Commercialization 
54,7237,Business Implications of Healthcare Reform 
54,7238,Medical Decision Analysis and Modeling 
54,7239,Health Economics and Outcomes Methodology 
54,7240,Healthcare Literature Analysis and Applications 
54,7241,Total Product Development 
54,7242,Executive Leadership and Healthcare Marketing 
54,7243,Healthcare Innovation: Creativity to Value 
54,7244,Advanced Pricing Strategies 
54,7245,Managing Effective Partnerships and Mergers 
54,7246,"Asia-Pacific: Access, Delivery, and Reimbursement "
54,7247,Seminars in Healthcare Decision Analysis 
54,7248,Directed Research 
54,2965,Capstone Project
56,6836,First :
56,173,Weekly Hot Topics
56,159,Relational Databases
56,135,Linear Algebra for Data Science
56,160,Research Methods for Data Science
56,85,Analytics Computing for Data Science
56,120,Frequentist Statistics
56,11870,Second :
56,173,Weekly Hot Topics
56,90,Bayesian Statistics
56,166,Software Methods for Data Science
56,142,NoSQL Databases
56,129,Introduction to Data Visualization
56,136,Machine Learning for Data Science
56,104,Data Wrangling
56,122,Healthcare Case Studies
56,13428,Third :
56,173,Weekly Hot Topics
56,101,Data Engineering for Data Science
56,112,Emphasis Case Studies
56,86,Analytics Storytelling
56,6938,Fourth :
56,110,Dynamic Visualization
56,172,Visual Storytelling
56,94,Capstone
58,8916,Management of Information Systems
58,7924,Information Systems Strategic Planning
58,13248,Telecommunications
58,10688,Object Oriented Analysis & Design with UML
58,11615,Relational Database Design
58,2803,Business Ethics
58,10031,Mid-Program Proctored Exam
58,12953,Strategic Management of Technology and Innovation
58,13183,Systems Design
58,13971,Website Development with HTML/JavaScript
58,5524,Decision Support Systems
58,6461,Emerging Technologies
58,6766,Final Proctored Exam
58,7141,Graduate Capstone
59,3178,Business Intelligence 
59,3186,Applied Data Mining and Analytics in Business 
59,3188,Business Data Visualization 
59,10845,or CIS  Business Database Systems
60,7199,Math Skills for Statistical Analysis 
60,7200,Computing Skills for Statistical Analysis 
60,12390,Statistical Computer Packages 
60,12236,Regression Models and Applications 
60,12237,Generalized Regression Models 
60,12238,Probability with Applications 
60,12239,Mathematical Statistics with Applications 
60,12240,Quantitative Reasoning 
60,12241,Computational and Graphical Methods 
60,12242,Computational and Simulation Methods 
60,12243,Methods in Multivariate Analysis 
62,6833,First Academic Year
62,13086,Subterm 
62,13087,Subterm 
62,13088,Subterm 
62,13089,Subterm 
62,13090,Subterm 
62,13091,Subterm 
67,2744,Business Analytics –
67,8980,Marketing Analytics Track
67,10423,Survey of Business Analytics
67,10429,Fundamentals of Data Analytics
67,10421,Quantitative Methods
67,10428,Structured Data Modeling & Analysis
67,10433,Market Intelligence
67,1754,Digital Advertising
67,10424,Advanced Data Analytics
67,10425,Unstructured & Distributed Data Modeling & Analysis
67,10427,Customer Analytics
67,1755,Applications of Advanced Statistics in Advertising
67,10426,Experiential Projects Class
67,2744,Business Analytics –
67,11878,Security Analytics Track
67,10423,Survey of Business Analytics
67,10429,Fundamentals of Data Analytics
67,10428,Structured Data Modeling & Analysis
67,10422,Quantitative Methods 
67,10432,Information Security Management
67,13731,Internet Lab
67,10424,Advanced Data Analytics
67,10425,Unstructured & Distributed Data Modeling & Analysis
67,13732,Network Security Lab
67,228,Security Analytics w/Python
67,2744,Business Analytics –
67,5521,Decision Science Track
67,10423,Survey of Business Analytics
67,10429,Fundamentals of Data Analytics
67,10421,Quantitative Methods
67,10428,Structured Data Modeling & Analysis
67,9483,MATH/APPM  Introduction to Mathematical Statistics
67,9481,MATH/APPM  Intermediate Numerical Analysis 1
67,10430,Advanced Data Analytics
67,10431,Unstructured & Distributed Data Modeling & Analysis
67,9484,MATH/APPM  Introduction to Time Series
67,9482,MATH/APPM  Introduction to Operations Research
67,10426,Experiential Projects Class
67,5522,Decision Science Track –
70,11177,Predictive Modeling
70,12881,Statistics for Business Analytics
70,10785,Operations Management
70,11379,Project Management
70,5504,Decision Analysis
70,6866,Forecasting
70,13135,Supply Chain Management
70,8995,Marketing Research
70,3528,Computing for Business Analytics
70,11993,Simulation Modeling
70,13920,VBA for Business Analytics
71,8406,Database Management Systems
71,8408,Business Intelligence Systems and Analytics
71,8407,Information Systems Management and Strategy
71,8409,"Cloud Computing Concepts, Tools, and Applications"
71,8410,Information Systems Security and Privacy
71,8411,IT Project Management
71,8412,Text Data Analytics and Predictive Modeling
71,8413,Data Warehouse and Administration
71,8414,Business Intelligence in Healthcare
71,8415,Business Intelligence and Financial Modeling
71,8416,IT Governance and Service Management
71,1946,Predictive Analytics
72,8406,Database Management Systems
72,8408,Business Intelligence Systems and Analytics
72,8407,Information Systems Management and Strategy
72,8409,"Cloud Computing Concepts, Tools, and Applications"
72,8410,Information Systems Security and Privacy
72,8411,IT Project Management
72,8412,Text Data Analytics and Predictive Modeling
72,8413,Data Warehouse and Administration
72,8414,Business Intelligence in Healthcare
72,8415,Business Intelligence and Financial Modeling
72,8416,IT Governance and Service Management
72,1946,Predictive Analytics
74,7749,Business Intelligence |   s»
74,7751,Business Databases |   s»
74,7750,Python for Business Analytics»
74,12369,Business Statistics |   s»
74,7761,Optimization |   s»
74,7752,Capstone Planning |   s
74,7753,Data Warehousing |   s»
74,7754,Project Management |   s»
74,7755,Predictive Analytics |   s»
74,7756,Data Mining & Visualization |   s»
74,7757,Complex Data Analytics |   s»
74,7758,Decision Processes |   s»
74,7759,Capstone |   s
74,7760,Health Informatics |   s»
74,7763,INFO  Automated Data Analytics 
74,7762,INFO  Automated Data Analytics 
75,12436,Multivariate Analysis for Data Mining 
75,12439,Introduction to Data Mining
75,12442,Clustering and Affinity Analysis
75,12447,Predictive Analytics
75,12455,Data Mining for Genomics and Proteomics
75,12459,Text Mining
75,4111,Topics in Artificial Intelligence: Machine Learning
75,4125,Topics in Database Systems and Applications: Data Mining
75,12362,Experimental Design
75,12365,Fundamentals of SAS
75,12372,Nonparametric Statistics
75,12450,Web Mining
75,12463,Current Issues in Data Mining
75,12476,Applied Categorical Data Analysis 
76,12440,Introduction to Data Mining 
76,12443,Data Mining Methods and Models 
76,12446,Applied Data Mining 
76,12449,Web Mining
76,12454,Data Mining for Genomics and Proteomics
76,12458,Text Mining
76,12462,Current Issues in Data Mining
80,7459,Electronic Health Record  
80,7460,Health Database Design and Management  
80,7465,Healthcare Information System and Management  
80,7468,Health Data Mining  
84,144,ONLINE 
84,8139,Introduction to Data Analytics 
84,9014,Massive Data Fundamentals 
84,11809,Scientific and Analytical Visualization 
84,11286,Probabilistic Modeling and Statistical Computing 
84,12838,Statistical Learning for Analytics 
84,6333,Effective Presentation for Technology & Science 
84,12978,Structures and Algorithms for Analytics 
84,10809,Optimization 
84,10584,Natural Language Processing for Data Analytics 
84,10596,Neural Networks and Deep Learning 
84,1355,Advanced Pattern Recognition 
84,1619,ANLY Internship 
84,2314,Bioinformatics for Omics Data 
84,8087,Intro to Social Network Analysis 
84,7678,Image Processing 
84,5302,Data Privacy 
84,12841,Statistical Machine Learning 
84,13968,Web Search and Sense-making 
84,9517,Mathematics of Climate 
84,9519,Mathematics of Social Networks 
84,12941,Stochastic Simulation 
84,1988,Bayesian Statistics 
84,2992,Categorical Data Analysis 
86,14056,Year One: First 
86,14057,Year One: Second 
86,14070,Year Two: Third 
86,14069,Year Two: Fourth :
87,4933,CURRICULUM
87,7402,Introduction to Health and Health Informatics
87,7433,Legal and Ethical Aspects of Health Care
87,7443,Healthcare Project Management
87,7444,Healthcare Information Management
87,7445,Healthcare Data Visualization
87,7446,Concepts in Health Informatics
87,7447,Electronic Health Records and Clinical Support Systems
87,7448,C Consumer Health Informatics
87,7449,C Healthcare Database Systems
87,8374,Business Process Design
87,8382,Information Security & Compliance
87,11539,C Business Analysis for Decision Making
87,11329,Professional Development Seminars
88,3052,C - Applications for Business : 
88,12177,Statistics  : 3
88,3064,Chemistry  : 3
88,3065,L - Chemistry  Laboratory : 1
88,6471,Technical Writing : 
88,3587,C - Introduction to Computation and Programming : 
88,1214,Accounting for Managers : 
88,3588,C - Computer Programming  : 3
88,8895,Introduction to Operations and Supply Chain Management : 
88,8902,National Transportation Management : 
88,3286,CNT  - Introduction to Transportation Network : 3
88,3285,CNT  - Intelligent Mobility : 3
88,3284,CNT  - Data Analytics for Smart City & Transportation :
88,8772,Logistics and Supply Chain Management
88,8896,Purchasing and Materials Management : 
88,8898,Global Logistics Management : 
88,8900,Planning and Control Systems for Supply Chain Management : 
88,8903,Reverse Logistics : 
88,11568,Quantitative Economics and Econometrics
88,3128,Business Intelligence : 
88,6128,Special Topics : 
88,6232,Economic Analysis for Technologists : 
88,2925,Advanced Topics : Time Series Modeling and Forecasting : 3
88,1802,Air Transportation and Operations : 
88,2926,Modeling and Simulation : 
88,3128,Business Intelligence : 
88,3586,C - Introduction to Programming Using Python : 
88,3589,C - Computer Programming  : 3
88,3590,C - Web Application Development : 
88,6530,Sustainable Logistics : 
88,8842,Analytic Geometry and Calculus  : 4
88,8897,Logistics and Technology : 
88,8899,Supply Chain Risk Management : 
88,8901,C - Logistics and Supply Chain Management Computer Software : 
88,8902,National Transportation Management : 
88,1773,"Arts, Humanities, and Social Sciences"
88,1771,Arts and Humanities
88,1763,Art Appreciation : 
88,11012,Introduction to Philosophy : 
88,7626,"Legal, Ethical, and Management Issues in Technology : "
88,7562,Explorations in the Humanities : 
88,12041,Social Sciences
88,6120,Principles of Macroeconomics : 
88,6122,Principles of Microeconomics : 
88,1466,American History Since  : 3
88,1465,American History to  : 3
88,1467,Special Topics : -3
88,11998,First Year Experience : 
88,7624,Introduction to STEM : 
88,2532,Biology  : 3
88,2533,L - Biology  Laboratory : 1
88,8841,Analytic Geometry and Calculus  : 4
88,13812,Total  : 
88,1630,"Any Arts, Humanities: : "
88,13812,Total  : 
88,11962,Senior Year
88,13812,Total  : 
88,13812,Total  : 
88,3555,Concentrations
88,8044,Intelligent Mobility
89,9029,Mastery: Personal Development and Leadership
89,6902,Foundations of Business Intelligence
89,6508,Enterprise Data Management
89,2838,Business Intelligence Technologies
89,2820,Business Intelligence Analytics
89,5254,Data Mining
89,10964,Patterns and Recognition
89,11317,Process Modeling and Analysis
89,5392,Data Visualization and Creative Reporting
89,2836,Business Intelligence Leadership & Communication Skills
89,2829,Business Intelligence Case Studies
89,2828,Business Intelligence Capstone
90,9988,Orientation to Biomedical Informatics
90,9989,Survey of Medical Informatic
90,9991,Information Systems Project Management in Health Care
90,9992,Database Systems in Health Care
90,9993,Information Security in Health Care
90,9994,Telecommunications and Computer Networking in Health Care
90,9995,System Analysis and Design for Health Car
90,9999,Leadership Management and Organizational Behavior in Informatics
90,10010,Lean Six Sigma Yellow Belt for Health Care
90,10025,Computational Informatics
90,10026,Biomedical Informatics Practicum
90,9984,Medical Terminology
90,9985,Health Care Organization and Administration
90,9986,Foundations of Computing in health Care
90,9987,Foundations of Software in Healthcare
90,9990,Management Information Systems in Health Care
90,9996,Human Computer Interaction in Health Care Settings
90,9997,Clinical Decisions Support Systems
90,9998,Program Evaluation in Health Information Technology
90,10000,Biostatistics
90,10001,Epidemiology
90,10002,Special Topics in Health Informatics
90,10003,Public Health Informatics
90,10004,Grant Writing
90,10005,"Health Policy, Planning, and Management"
90,10006,Health Services Planning and Evaluation
90,10007,Consumer Health Informatics
90,10008,Health Information Technology Acquisition and Assessment
90,10009,Leadership in Health Information Technology
90,10011,Basic Skills for Clinical Analysts
90,10012,Information Technologies in Medicine and Telehealth
90,10013,Lean Six Sigma Green Belt for Health Care
90,10015,App Development for Health Information Technology Projects
90,10016,Medical Image Processing and Analysis
90,10017,Geographical Information Systems: Fundamentals for Health Car
90,10018,Workflows and Process Improvement in Health Care Settings
90,10019,Maximizing Talents in the Health Technology Workforce
90,10020,Introduction to Healthcare Analytics and Data Visualization
90,10021,Healthcare Analytics and Data Visualization
90,10022,Artificial Intelligence in Healthcare
90,10023,Methods of Healthcare Analytics
90,10024,Big Data Analysis in Healthcare
90,13819,TOTAL:   
94,7432,Survey of Health Information Management 
94,7435,C: System Analysis and Design 
94,7436,C: Project Management in Health Care Informatics 
94,7437,C: Health Care Database Management 
94,7450,Health Care Informatics Internship 
97,127,Introduction to Accounting Analytics 
97,153,Programming for Distributed Systems 
97,106,Database Development for High Performance Computing 
97,123,High Performance Computing 
97,158,Quantitative Finance and Market Microstructure 
97,115,Financial Investment 
97,116,Financial Modeling 
97,114,Essentials of Health Care Administration 
97,161,SAS Programming for Business Analytics 
97,130,Introduction to Quality Management 
97,82,Administrative Systems for Quality Management 
97,155,Project Management and Modeling 
97,9940,Supply Chain Analytics 
99,8375,Data Mining 
99,8379,Advanced Database Systems 
99,8377,Data Warehousing 
99,8376,Statistical Data Mining 
99,8392,Statistical Programming for Business Analytics 
99,8391,Big Data and E-Commerce 
99,11547,Applied Multivariate Statistical Methods 
100,8163,Introduction to Health Informatics
100,6888,Foundation in Management Information Systems
100,8036,Integrated Electronic Medical Records
100,7285,Health Data Management
100,8702,Legal Aspects of Health Information Systems
100,6069,E-Healthcare Ethics
100,6070,E-Medicine Business Models
100,8927,Managerial Communications
100,2988,Case Studies in Health Information Management
100,7333,Healthcare Project Management
100,7291,Health Informatics Independent Study
100,9763,Medical Terminology for Health Informatics Professionals
100,8165,Introduction to Healthcare Analytics
100,7304,Health Outcomes Research
100,7292,Health Informatics Internship
102,10361,Data Programming for Analytics 
102,13923,View a sample syllabus
102,10362,Data Management for Analytics 
102,13923,View a sample syllabus
102,10364,Operations Research Models and Methods 
102,13923,View a sample syllabus
102,10365,Machine Learning for Analytics 
102,13923,View a sample syllabus
102,10366,Statistical Foundations for Analytics 
102,13923,View a sample syllabus
102,10367,Econometric Modeling for Analytics 
102,13923,View a sample syllabus
102,10363,Scalable Data Analytics 
103,9945,Big Data Analytics in Business 
103,4832,Data and Visual Analytics 
103,892, s of applied analytics team practicum or internship
104,294,CS  Introduction to Information Security
104,295,CS  Introduction to Operating Systems
104,296,CS  Advanced Operating Systems
104,316,CSE  Intro to High-Performance Computing
104,317,CSE  Data and Visual Analytics
104,297,CS  Computer Networks
104,298,CS  Network Security
104,299,CS  High Performance Computer Architecture
104,300,CS  Embedded Systems Optimization
104,301,CS  Software Development Process
104,302,CS  Software Architecture and Design
104,303,CS  Software Analysis and Test
104,304,CS  Database Systems Concepts and Design
104,305,CS  Intro to Health Informatics
