degree_id,course_id,course
21,9180,MATH 222 - Analytic Geometry and Calculus III Credits: 4
21,1,
21,9326,MATH 515 - Introduction to Linear Algebra Credits: 3
21,1,
21,10832,or
21,1,
21,9364,MATH 551 - Applied Matrix Theory Credits: 3
21,1,
21,12302,STAT 341 - Biometrics II Credits: 3
21,1,
21,10832,or
21,1,
21,12312,STAT 351 - Business and Economic Statistics II Credits: 3
21,1,
21,12401,STAT 510 - Introductory Probability and Statistics I Credits: 3
21,1,
21,12406,STAT 511 - Introductory Probability and Statistics II Credits: 3
21,1,
21,12665,STAT 705 - Regression and Analysis of Variance Credits: 3
21,1,
21,10832,or
21,1,
21,12671,STAT 713 - Applied Linear Statistical Models Credits: 3
21,1,
21,12681,STAT 725 - Introduction to the SAS Computing Credits: 1
21,1,
21,12686,STAT 726 - Introduction to R Computing Credits: 1
21,1,
21,1245,Additional STAT credits at 700 level Credits: 3 (excluding STAT 701 and STAT 703)
21,1,
21,10743,One course selected from the following list:
21,1,
21,12290,STAT 325 - Introduction to Statistics Credits: 3
21,1,
21,12301,STAT 340 - Biometrics I Credits: 3
21,1,
21,12309,STAT 350 - Business and Economic Statistics I Credits: 3
21,1,
21,10743,One course selected from the following list:
21,1,
21,12668,STAT 710 - Sample Survey Methods Credits: 3
21,1,
21,12675,STAT 720 - Design of Experiments Credits: 3
21,1,
21,12679,STAT 722 - Statistical Designs for Product Development and Process Improvement Credits: 3
23,1162,ACCT 510 - Financial Accounting (3)
23,1164,ACCT 511 - Seminar in Managerial Accounting (3)
23,6175,ECON 515 - Microeconomic Perspective for Managers (3)
23,6723,FIN 517 - Managerial Finance (3)
23,8345,ISDS 514 - Decision Models for Business and Economics (3)
23,2, 
23,6177,ECON 521 - Macroeconomic Perspective for Managers (3) or
23,8346,ISDS 551 - Info Resources and IT Project Management (3) or
23,9814,MGMT 515 - Management of Information in the Corporate Environment (3)
23,2, 
23,9815,MGMT 516 - Operations Management (3)
23,9816,MGMT 518 - Legal and Ethical Environment of Business (3)
23,9818,MGMT 524 - Seminar in Organizational Behavior and Administration (3)
23,10250,MKTG 519 - Marketing Management (3)
23,5530,Decisions about core coursework equivalency are made by college advisers and department chairs within the Mihaylo College of Business and Economics. Consideration for equivalency may only be provided if the proposed equivalent courses are no more than seven years old and the student has achieved a “C” (2.0) or better with an overall GPA of 3.0 (“B”).
24,3725,COURSE DESCRIPTIONS
24,1,
24,9020,MASTER'S COURSES
24,1,
24,11660,REQUIRED COURSES (21 CREDITS)
24,1,
24,7345,HI 60401 HEALTH INFORMATICS MANAGEMENT
24,1,
24,7347,HI 60402 LEGAL ISSUES IN HEALTH INFORMATICS
24,1,
24,7350,HI 60403 HEALTH INFORMATION SYSTEMS
24,1,
24,7352,HI 60410 HEALTH RECORDS MANAGEMENT
24,1,
24,7354,HI 60411 CLINICAL ANALYTICS
24,1,
24,7358,HI 60414 HUMAN FACTORS AND USABILITY IN HEALTH INFORMATICS
24,1,
24,7363,HI 60636 STANDARDIZED TERMINOLOGIES IN HEALTHCARE
24,1,
24,6405,ELECTIVES (12 CREDITS)
24,1,
24,3068,Choose 12 credits from the following courses:
24,1,
24,7356,HI 60412 CLINICAL DECISION SUPPORT
24,1,
24,7357,HI 60413 CHANGE MANAGEMENT IN HEALTH INFORMATICS
24,1,
24,7359,HI 60415 HEALTH INFORMATICS INQUIRY AND ASSESSMENT
24,1,
24,7360,"HI 60416 ETHICS, POLITICS, & POLICY IN HEALTH INFORMATICS"
24,1,
24,7361,HI 60417 PUBLIC HEALTH INFORMATICS
24,1,
24,7362,HI 60418 CLINICAL ANALYTICS 2
24,1,
24,7364,HI 60691 SEMINAR IN HEALTH INFORMATICS
24,1,
24,7365,HI 60792 ELECTIVE INTERNSHIP IN HEALTH INFORMATICS (FOR STUDENTS WITH NO HEALTH CARE BACKGROUND)
24,1,
24,7342,HI 60195 SPECIAL TOPICS COURSES IN HEALTH INFORMATICS
24,1,
24,7366,HI 61096 INDIVIDUAL INVESTIGATION IN HEALTH INFORMATICS
24,1,
24,5919,DSCI 51510 PROJECT MANAGEMENT & TEAM DYNAMICS
24,1,
24,8613,KM 60301 FOUNDATIONAL PRINCIPLES OF KNOWLEDGE MANAGEMENT
24,1,
24,8616,KM 60311 BUSINESS PROCESS MANAGEMENT
24,1,
24,8621,KM 60370 SEMANTIC ANALYSIS METHODS & TECHNOLOGIES
24,1,
24,13908,UXD 60101 INFORMATION ARCHITECTURE
24,1,
24,4924,CULMINATING EXPERIENCE REQUIREMENT (3-6 CREDITS)
24,1,
24,11897,Select a minimum of 3 credits from the following options:
24,1,
24,7367,HI 66092 MASTER'S INTERNSHIP IN HEALTH INFORMATICS
24,1,
24,7368,HI 66098 MASTER'S PROJECT IN HEALTH INFORMATICS
24,1,
24,7369,HI 66198 MASTER'S RESEARCH PAPER IN HEALTH INFORMATICS
24,1,
24,7370,HI 66199 THESIS I
24,11121,POSTBACCALAUREATE CERTIFICATE COURSES
24,1,
24,11668,REQUIRED COURSES (6 CREDITS)
24,1,
24,7344,HI 60401 Health Informatics Management
24,1,
24,7349,HI 60403 Health Information Systems
24,1,
24,6405,ELECTIVES (12 CREDITS)
24,1,
24,3067,Choose 12 additional credits from the master's required courses or elective courses listed above.
25,2703,Bus501 Managerial Economics 3
25,1,
25,2704,Bus502 Strategic Management and Decision-making 3
25,1,
25,2705,Bus503 Statistics for Business 3
25,1,
25,2706,Bus504 Financial Management 3
25,1,
25,2707,Bus505 Project Management 3
25,1,
25,2708,Bus506 Enterprise Risk Management 3
25,1,
25,2709,Bus507 Organizational Behavior and Human Resources
25,1,
25,8907,Management
25,1,
25,708,3
25,1,
25,2710,Bus508 Advanced Marketing Methods 3
25,1,
25,7038,General MBA (Choose 4 courses offered from any
25,1,
25,10695,of the specialization tracks listed below)
25,1,
25,603,12
25,1,
25,8772,Logistics and Supply Chain Management
25,1,
25,12084,Specialization (4 required courses) 12
25,1,
25,2712,Bus601 Logistics and Supply Chain Management 3
25,1,
25,2713,Bus602 Warehouse & Inventory Management 3
25,1,
25,2714,"Bus603 Transportation, Containerization and Distribution"
25,1,
25,10594,Networks
25,1,
25,708,3
25,1,
25,2715,Bus604 Logistics IT and Information Management Systems 3
25,1,
25,7572,Human Resources Management Specialization (4
25,1,
25,11681,required courses)
25,1,
25,603,12
25,1,
25,2716,"Bus605 Compensation, Reward and Recognition Systems 3"
25,1,
25,2717,Bus606 Employee Recruitment and Selection Methods 3
25,1,
25,2718,Bus607 HR Systems and Workforce Analytics 3
25,1,
25,2719,Bus608 Employee Performance Management and Development
25,1,
25,12961,Strategies
25,1,
25,708,3
25,1,
25,5179,Data Analytics Specialization (4 required courses) 12
25,1,
25,2720,Bus609 Data Management and Governance 3
25,1,
25,2721,Bus610 Data Mining for Business 3
25,1,
25,2722,Bus611 Spreadsheet Modeling and Simulation 3
25,1,
25,2723,Bus612 Data Reporting and Visualization 3
25,1,
25,2971,Capstone Project (required for all) 3
25,1,
25,2942,CAP620 Capstone Project 3
26,10368,MSAIA Curriculum Overview
26,1,
26,3628,Core required courses:
26,1,
26,8852,MACC 412 IT Auditing (3 credits)
26,1,
26,8853,MACC 413 The Corporate Financial Reporting Environment (3 credits)
26,1,
26,8854,MACC 420 Forensic Accounting and Auditing (3 credits)
26,1,
26,8855,"MACC 424 Governance, Risk, and Control (3 credits)"
26,1,
26,8856,MACC 427 Reporting and Auditing Fair Value Estimates (3 credits)
26,1,
26,8857,MACC 430 Data Analytics for Accountants (3 credits)
26,1,
26,6443,Electives:
26,1,
26,13348,"The MSAIA curriculum provides for twelve elective credits that students may use to specialize in an area of interest or to augment one’s general business education. Frequently-taken electives include graduate-level courses in predictive analytics, business information systems, taxation and business decisions, financial statement analysis, corporate financial management, investments, strategic supply management, managerial economics, and strategic marketing management."
27,5052,DATA 51000- Introduction to Data Mining and Analytics
27,1,
27,5055,DATA 51100-Statistical Programming
27,1,
27,5065,DATA 53000-Data Visualization
27,1,
27,5067,DATA 54000 Large-Scale Data Storage Systems
27,1,
27,5068,DATA 5500-Machine Learning
27,1,
27,6877,Foundation Courses
27,1,
27,5047,Data 50000- Mathematics for Data Science
27,1,
27,3849,CPSC- 50100- Programming Fundamentals
29,5941,DSCI 6001: Mathematics for Data Scientists
29,5943,"DSCI 6002: Data Exploration, Feature Engineering, and Statistics for Data Scientists"
29,5945,DSCI 6003: Machine Learning and Data Analysis I
29,5947,DSCI 6004: Unstructured Data and Natural Language Processing
29,5949,DSCI 6005: Machine Learning and Data Analysis II
29,5951,DSCI 6006: Data Science Leadership and Entrepreneurism
29,5953,DSCI 6007: Distributed and Scalable Date Engineering
29,5956,DSCI 6009: Data Science Focus Elective
29,5955,DSCI 6008: Special Topics in Data Science
29,5958,DSCI 6010: Data Science Industry Internship
29,5962,DSCI 6051: Data Science Capstone Project
30,7409,HIM 523: Healthcare Information Analysis 3 Semester Credit Hours
30,1,
30,7417,HIM 530: Leadership in Healthcare 3 Semester Credit Hours
30,1,
30,7431,HIM 599: Capstone Project 3 Semester Credit Hours
30,7397,HIM 500: Healthcare Compliance 3 Semester Credit Hours
30,1,
30,7398,HIM 501: Healthcare Inform Network Sys 3 Semester Credit Hours
30,1,
30,7399,HIM 502: Database Architecture 3 Semester Credit Hours
30,1,
30,7400,HIM 503: Medical Vocab and Class Systems 3 Semester Credit Hours
30,1,
30,7401,HIM 505: Health Informatics Advanced Statistical Methods 3 Semester Credit Hours
30,1,
30,7403,HIM 510: Intro to Health Informatics 3 Semester Credit Hours
30,1,
30,7404,HIM 511: Project Management 3 Semester Credit Hours
30,1,
30,7406,HIM 513: Evaluation of Information System 3 Semester Credit Hours
30,1,
30,7407,HIM 521: EHR Infrastructure 3 Semester Credit Hours
30,1,
30,7408,HIM 522: Computerized Decision Support 3 Semester Credit Hours
31,3594,Core
31,1,
31,4397,CS701 Introduction to Programming (waiveable)
31,1,
31,4398,CS703 Programming for Data Science (taught by CS faculty) (Placement or CS701)
31,1,
31,12169,ST710 Statistical Computing (taught by Statistics faculty)
31,1,
31,5775,DS730 Introduction to Data Science (taught by IS faculty)
31,1,
31,5777,DS851 Business Intelligence and Data Mining (taught by IS faculty) (DS730 or permission of instructor)
31,1,
31,12170,ST765 Linear Statistical Models (ST710)
31,1237,Additional Required Courses
31,1,
31,4399,CS737 Machine Learning (for technical specialization) (CS703)
31,1,
31,5776,DS795/796 Data Science Project
31,3513,Computer Science Elective Courses
31,1,
31,4400,"CS745 Multimedia data analysis and mining (CS737, ST710)"
31,1,
31,4401,"CS746 Data Visualization (CS703, ST710)"
31,1,
31,4402,CS750 Special Topics in Computer Science
31,1,
31,4403,CS751 Independent Study
31,1,
31,4404,CS765 Database Retrieval (CS703)
31,1,
31,4405,CS766 Information Retrieval and Natural Language Processing (CS737)
31,1,
31,12879,Statistics Elective Courses
31,1,
31,12171,ST767 Multivariate Analysis (ST710)
31,1,
31,12172,ST775 Generalized Linear Models and Multilevel Models (ST765)
31,1,
31,12173,ST776 Bayesian Inference (ST765)
31,1,
31,12174,ST778 Time Series (ST710)
31,1,
31,12175,ST791 Special Topics in Statistics
31,1,
31,12176,ST792 Independent Study
31,1,
31,2799,Business Elective Courses
31,1,
31,7016,GB700 Ethics and Social Responsibility
31,1,
31,7017,GB733 Enterprise Systems
31,1,
31,7015,GB/DS739 Data Management and Database Systems
31,1,
31,7014,GB/DS736 Data Visualization for Decision Making (DS730 or permission of instructor)
31,1,
31,7019,GB852 Advanced Analytics
31,1,
31,7020,GB853 Social Media and Web Mining
31,1,
31,7018,GB735 Project Management
32,2648,BUS 235A: Introduction to Business Analytics
32,2649,BUS 235B: Business Research
32,2650,BUS 235C: Data Mining
32,2651,BUS 235D: Business Analytics Simulation
34,3793,"Courses that may be used to satisfy the significant implementation requirement include: CS 140, 140E, 143, 144, 145, 148, 190, 210B, 221, 227B, 243, 248, 341, and 346"
34,3892,CS 145 (students with equivalent course work may waive with adviser approval)
34,1,
34,1,
34,1,
34,1815,"b) At least four of: CS 224N, 224W, 229, 245, 246, 276, 345"
34,1,
34,1,
34,1,
34,2906,"c) A total of at least 27 units from categories (a), (b) and the following: CS 144, 151, 190, 224S, 224U, 228, 229T, 230, 231A, 231N, 233, 234, 236, 240, 242, 243, 244, 244B, 251, 255, 262, 270, 272, 273A, 274, 275, 279, 316, 325, 341, any 344 (A/B/C… suffix), 362, 374, 393*, 395*, 399*; Man Sci and Eng 226; STAT 315A, 315B (courses with * notation require approval of MS adviser)"
34,3890,"CS 140 or 140E, 143, 147, 148, 149, 154, 155, 157, 166, 168, 205L, 221, 223A, 227B, 261, 264, 265, 266, 267, 268, 269I; CME 108, 302; EE 180, 282"
34,4374,"CS300, EE380, EE385A,"
35,4369,CS224W Social and Information Network Analysis
35,4370,CS229 Machine Learning
35,4371,CS246 Mining Massive Data Sets
35,4372,CS276 Information Retrieval and Web Search
36,12923,STATS202 Data Mining and Analysis
36,1,
36,12925,STATS216 Introduction to Statistical Learning
36,1,
36,12922,STATS191 Introduction to Applied Statistics
36,1,
36,12926,STATS216V Introduction to Statistical Learning
36,1,
36,12927,STATS290 Computing for Data Science
36,1,
36,12928,STATS315B Modern Applied Statistics: Data Mining
36,12924,Stats202 or Stats216 is required as a first course. Only one course will count for the certificate.
38,3747,Course Name & number Course TItle Units
38,3269,CME 302 Numerical Linear Algebra 3
38,3270,CME 305 Discrete Mathematics and Algorithms 3
38,3271,CME 307 Optimization 3
38,3272,CME 308 Stochastic Methods in Engineering 3
38,10835,or 
38,3273,CME 309
38,11592,Randomized Algorithms and Probabilistic Analysis 3
38,12897,STATS 310A Theory of Probability 3
38,11709,Requirement 2 : Data Science Electives (12 units)
38,5345,Data Science electives should demonstrate breadth of knowledge in the technical area. The elective course list is defined. Courses outside this list are subject to approval. Courses in this area must be taken for letter grades.
38,1,
38,3747,Course Name & number Course TItle Units
38,12894,STATS 200 Introduction to Statistical Inference 3
38,10887,or STATS 300A Theory of Statistics I 3
38,12895,STATS 203 Introduction to Regression Models and Analysis of Variance 3
38,10888,or STATS 305A Introduction to Statistical Modeling
38,12898,STATS 315A Modern Applied Statistics: Learning 2-3
38,12899,STATS 315B Modern Applied Statistics: Data Mining 2-3
38,10862,or equivalent courses as approved by the adviser. 
38,11710,Requirement 3: Advanced Scientific Programming and High Performance Computing Core (6 units)
38,13746,"To ensure that students have a strong foundation in programming, 3 units of advanced scientific programming for letter grade at the level of CME212 and three units of parallel computing for letter grades are required."
38,1,
38,10635,Note: Programming proficiency at the level of CME211 is a hard prerequisite for CME212 (students may ONLY place out of 211 with prior written approval*). CME211 can be applied towards elective requirement.
38,1,
38,3747,Course Name & number Course TItle Units
38,1368,Advanced Scientific Programming; take 3 units 
38,3266,CME 211 Software Development for Scientists and Engineers (can only be used as an elective) 3
38,3267,CME 212 Advanced Software Development for Scientists and Engineers 3
38,10955,Parallel Computing/HCP courses: (3 units) 
38,3268,"CME 213 Introduction to parallel computing using MPI, openMP, and CUDA 3"
38,3274,CME 323 Distributed Algorithms and Optimization 3
38,3275,CME 342 Parallel Methods in Numerical Analysis 3
38,3894,CS 149 Parallel Computing 3-4
38,3937,CS 316 Advanced Multi-Core Systems 3
38,3947,"CS 344C, offered in previous years, may also be counted "
38,13063,"Students who do not start the program with a strong computational and/or programming background will take an extra 3 units to prepare themselves by, for example, taking CME211 Programming in C/C++ for Scientists and Engineer or equivalent course* with adviser's approval."
38,1,
38,11711,Requirement 4 : Specialized Electives (9 units)
38,3110,Choose three courses in specialized areas from the following list. Courses outside this list are subject to approval.
38,1,
38,3747,Course Name & number Course TItle Units
38,2288,BIOE 214 Representations and Algorithms for Computational Molecular Biology 3-4
38,2353,BIOMEDIN 215 Data Driven Medicine 3
38,2359,BIOS 221/STATS 366 Modern Statistics for Modern Biology 3
38,3920,CS 224W Social and Information Network Analysis 3-4
38,3923,CS 229 Machine Learning 3-4
38,3925,CS 231N Convolutional Neural Networks for Visual Recognition 3-4
38,3929,CS 246 Mining Massive Data Sets 3-4
38,3993,CS 448 Topics in Computer Graphics 3-4
38,6137,ECON 293 Machine Learning and Causal Inference 3
38,6474,ENERGY 240 Geostatistics 3
38,10699,OIT 367 Business Intelligence from Big Data 3
38,11458,PSYCH 204A Human Neuroimaging Methods 3
38,12896,STATS 290 Computing for Data Science 3
38,11712,Requirement 5 : Practical Component
41,3621,Core Coursework
41,1,
41,9968,MHI 202 — Computer-Based Patient Records
41,1,
41,13873,Units: 4
41,1,
41,8011,"Instructor: Mark Carroll, M.P.H."
41,1,
41,3703,"Course description: Introduction and overview of computer-based clinical record systems. Topics include data modeling, health system standards and terminologies; security, privacy and confidentiality; workflow modeling; data visualization; legal; and evidence-based practice."
41,1,
41,9971,MHI 209 — Clinical Data Acquisition and Analysis
41,1,
41,13873,Units: 4
41,1,
41,8015,"Instructor: Naresh Baliga, M.S."
41,1,
41,3709,"Course description: The course examines the nature, acquisition, and analysis of medical data. Such data ranges from signals of electrical potentials, sounds, text, images (still and motion), and data from nucleic acid and protein expression and sequencing instruments."
41,1,
41,9972,MHI 210 — Introduction to Health Informatics
41,1,
41,13873,Units: 4
41,1,
41,8016,"Instructor: Nick Anderson, Ph.D."
41,1,
41,3704,"Course description: Overview course to give the student a broad exposure to the field of health informatics. Topics covered include, but are not limited to, networking, information systems, coding, HL7, security,and HIPAA."
41,1,
41,9977,MHI 290 — Health Informatics Seminar Series
41,1,
41,13869,Units: 1
41,1,
41,8011,"Instructor: Mark Carroll, M.P.H."
41,1,
41,3723,"Course description: Weekly seminar covering research and evaluation methods, core concepts in health informatics, and classic and current informatics literature review. Includes monthly seminar featuring the latest informatics research by local, national, and international informatics professionals."
41,1,
41,9978,MHI 299 — Research in Health Informatics (independent research format)
41,1,
41,13870,Units: 1 - 12
41,1,
