<<<<<<< HEAD
degree_id,course_id,course
84,12941,stochastic simulation
84,1988,bayesian statistics
84,2992,categorical data analysis
87,7402,introduction to health and health informatics
87,7433,legal and ethical aspects of health care
87,7443,healthcare project management
87,7444,healthcare information management
87,7445,healthcare data visualization
87,7446,concepts in health informatics
87,7447,electronic health records and clinical support systems
87,7448,consumer health informatics
87,7449,healthcare database systems
87,8374,business process design
87,8382,information security & compliance
87,11539,business analysis for decision making
87,11329,professional development seminars
90,3052,orientation to biomedical informatics
90,12177,survey of medical informatic
90,3064,information systems project management in health care
90,3065,database systems in health care
90,6471,information security in health care
90,3587,telecommunications and computer networking in health care
90,1214,system analysis and design for health car
90,3588,leadership management and organizational behavior in informatics
90,8895,lean six sigma yellow belt for health care
90,8902,computational informatics
90,3286,biomedical informatics practicum
90,3285,medical terminology
90,3284,health care organization and administration
90,8772,foundations of computing in health care
90,8896,foundations of software in healthcare
90,8898,management information systems in health care
90,8900,human computer interaction in health care settings
90,8903,clinical decisions support systems
90,11568,program evaluation in health information technology
90,3128,biostatistics
90,6128,epidemiology
90,6232,special topics in health informatics
90,2925,public health informatics
90,1802,grant writing
90,2926,"health policy, planning, and management"
90,3128,health services planning and evaluation
90,3586,consumer health informatics
90,3589,health information technology acquisition and assessment
90,3590,leadership in health information technology
90,6530,basic skills for clinical analysts
90,8842,information technologies in medicine and telehealth
90,8897,lean six sigma green belt for health care
90,8899,app development for health information technology projects
90,8901,medical image processing and analysis
90,8902,geographical information systems: fundamentals for health car
90,1773,workflows and process improvement in health care settings
90,1771,maximizing talents in the health technology workforce
90,1763,introduction to healthcare analytics and data visualization
90,11012,healthcare analytics and data visualization
90,7626,artificial intelligence in healthcare
90,7562,methods of healthcare analytics
90,12041,big data analysis in healthcare
89,1466,foundations of business intelligence
89,1465,enterprise data management
89,1467,business intelligence technologies
89,11998,business intelligence analytics
89,7624,data mining
89,2532,patterns and recognition
89,2533,process modeling and analysis
89,8841,data visualization and creative reporting
89,13812,business intelligence leadership & communication skills
89,1630,business intelligence case studies
89,13812,business intelligence capstone
94,11962,survey of health information management
94,13812,system analysis and design
94,13812,project management in health care informatics
94,3555,health care database management
94,8044,health care informatics internship
97,9029,introduction to accounting analytics
97,6902,programming for distributed systems
97,6508,database development for high performance computing
97,2838,high performance computing
97,2820,quantitative finance and market microstructure
97,5254,financial investment
97,10964,financial modeling
97,11317,essentials of health care administration
97,5392,sas programming for business analytics
97,2836,introduction to quality management
97,2829,administrative systems for quality management
97,2828,project management and modeling
97,9988,supply chain analytics
99,9989,data mining
99,9991,advanced database systems
99,9992,data warehousing
99,9993,statistical data mining
99,9994,statistical programming for business analytics
99,9995,big data and e-commerce
99,9999,applied multivariate statistical methods
100,10010,introduction to health informatics
100,10025,foundation in management information systems
100,10026,integrated electronic medical records
100,9984,health data management
100,9985,legal aspects of health information systems
100,9986,e-healthcare ethics
100,9987,e-medicine business models
100,9990,managerial communications
100,9996,case studies in health information management
100,9997,healthcare project management
100,9998,health informatics independent study
100,10000,medical terminology for health informatics professionals
100,10001,introduction to healthcare analytics
100,10002,health outcomes research
100,10003,health informatics internship
88,10005,statistics
88,10006,chemistry
88,10007,chemistry laboratory
88,10008,technical writing
88,10009,introduction to computation and programming
88,10011,accounting for managers
88,10012,computer programming
88,10013,introduction to operations and supply chain management
88,10015,national transportation management
88,10016,introduction to transportation network
88,10017,intelligent mobility
88,10018,data analytics for smart city & transportation
88,10019,logistics and supply chain management
88,10020,purchasing and materials management
88,10021,global logistics management
88,10022,planning and control systems for supply chain management
88,10023,reverse logistics
88,10024,quantitative economics and econometrics
88,13819,business intelligence
88,7435,economic analysis for technologists
88,7436,time series modeling and forecasting
88,7437,air transportation and operations
88,7450,modeling and simulation
88,153,introduction to programming using python
88,123,web application development
88,158,sustainable logistics
88,115,analytic geometry and calculus
88,116,logistics and technology
88,114,supply chain risk management
88,161,logistics and supply chain management computer software
88,8375,introduction to philosophy
88,8379,"legal, ethical, and management issues in technology"
88,8377,explorations in the humanities
88,8392,principles of macroeconomics
88,8391,principles of microeconomics
88,11547,american history
88,8702,biology
88,6069,biology  laboratory
102,10361,data programming for analytics
102,10362,data management for analytics
102,10364,operations research models and methods
102,10365,machine learning for analytics
102,10366,statistical foundations for analytics
102,10367,econometric modeling for analytics
102,10363,scalable data analytics
103,9945,big data analytics in business
103,4832,data and visual analytics
104,294,introduction to information security
104,295,introduction to operating systems
104,296,advanced operating systems
104,316,intro to high-performance computing
104,317,data and visual analytics
104,297,computer networks
104,298,network security
104,299,high performance computer architecture
104,300,embedded systems optimization
104,301,software development process
104,302,software architecture and design
104,303,software analysis and test
104,304,database systems concepts and design
104,305,intro to health informatics
104,306,educational technology
104,307,computational photography
104,308,computer vision
104,309,artificial intelligence
104,4248,human-computer interaction
104,310,knowledge-based artificial intelligence: cognitive systems
104,311,machine learning
104,313,machine learning for trading
104,314,graduate algorithms
104,315,artificial intelligence for robotics
104,4346,compilers - theory and practice
104,318,big data for health informatics
105,5737,doctoral research seminar
105,5739,doctoral internship
105,4287,text mining
105,4289,machine learning
105,4288,big data analytics
105,4286,advanced data base systems
105,9467,the theory of linear models
105,9468,graph theory
105,9469,applied discrete & combinatorial mathematics for data analysts
105,12722,quality control and process improvement
105,12727,six sigma problem solving
105,12715,r programming
105,12730,applied regression analysis
105,12732,time series forecasting
105,12733,applied longitudinal data analysis
105,12740,applied categorical data analysis
105,12741,applied multivariate data analysis
105,12735,data mining
105,12738,data mining ii
105,12744,applied binary classification
107,12659,mathematical statistics i
107,12660,statistical computing and simulation
107,12669,statistical methods
107,12730,applied regression analysis
107,12723,applied experimental design
107,12725,design and analysis of human studies
107,12732,time series forecasting
107,12733,applied longitudinal data analysis
107,12735,data mining
107,12740,applied categorical data analysis
107,12741,applied multivariate data analysis
107,12744,applied binary classification
107,12760,cooperative education
107,12761,internship
107,12765,applied analysis project
107,12712,advanced programming in sas
107,12714,programming in r
107,12722,quality control and process improvement
107,12727,six sigma problem solving
108,1892,business statistics
108,1859,micro and macro economics
108,1860,accounting and finance
108,1850,advanced business statistics
108,1851,marketing and social media analytics
108,1852,data mining
108,1855,financial analytics
108,1853,data driven decision making and optimization ba
110,8638,ethical & social responsibilities of business
110,8636,big data ecosystem
110,8640,data science
110,8642,analytics methods
110,8644,data visualization
110,8646,marketing analytics
110,8641,managerial economic analysis
110,8649,business strategy for analytics
110,8643,machine intelligence
110,8645,financial management
110,8647,risk analysis
110,8648,capstone project
110,8639,ethical and social responsibilities of business
110,11254,"pricing, forecasting sales"
110,13861,understanding customer demand
110,4970,customer value
110,8967,market segmentation
110,11748,retailing
110,1389,advertising
110,8966,market research tools
110,8066,internet and social marketing
112,3886,introduction to data science
112,3888,fundamentals of web programming
112,3891,database design and querying
112,3895,introduction to computer science i
112,9217,applied statistics
112,3938,data analysis and visualization
112,3979,applied machine learning
112,2977,capstone research project
114,5238,data management and visual analytics
114,1286,advanced analytics
114,5308,data programming in r
114,5319,data science
114,2746,business analytics
118,10199,statistics and data analysis
118,10200,tools and techniques for computational analysis
118,10202,introduction to programming
118,10203,database processing for large-scale analytics
118,10205,data analysis and regression
118,10206,advanced data analysis
118,9658,python programming
118,9659,fundamentals of data science
118,9660,data visualization
118,10201,social network analysis
118,10204,web data mining
118,10207,programming machine learning applications
118,9537,mining big data
118,10137,advanced machine learning
118,10111,monte carlo algorithms
118,10138,intelligent information retrieval
118,10414,neural networks and deep learning
118,10415,time series analysis and forecasting
118,10416,scripting for data analysis
118,10136,database programming
118,10392,introduction to image processing
118,10402,applied image analysis
118,9650,computer vision
118,10078,spatial databases and geographic information systems
118,9563,computational advertising
118,9566,recommender systems
118,9594,topics in artificial intelligence
118,9596,topics in data analysis
118,9826,geographic information systems for community development
118,10419,designing for visualization
118,13191,information visualization and infographics
118,8,big data and nosql program
118,7,data warehousing
118,34,business intelligence
118,28,information technology consulting
118,29,health sector management
118,31,managerial & marketing epidemiology
118,33,decisions in marketing management
118,35,customer relationship management
118,37,analytical tools for marketers
118,38,internet and interactive marketing
118,36,service design & patient experience
118,15,health care data analysis
119,39,scripting for interactive systems
119,12,introduction to programming
119,16,statistics and data analysis
119,19,systems analysis
119,30,database design for information systems
119,32,"system design, implementation, and maintenance"
119,9,fundamentals of it project management
119,35,business intelligence
119,36,data analysis and regression
119,10,fundamentals of data science
119,11,data warehousing
119,37,advanced data analysis
119,12,data visualization
119,13,social network analysis
119,39,intelligent information retrieval
119,14,web data mining
119,15,geographic information systems  for community development
119,16,information visualization and infographics
119,17,big data using hadoop program
119,18,big data and nosql program
119,19,sql server business intelligence program
119,20,big data & the internet of things
119,21,systems thinking perspective for understanding business dynamics
119,38,enterprise cloud computing
119,42,enterprise data management
119,44,capstone
119,45,information systems policies and strategies
116,48,customer experience marketing
116,49,"marketing analytics, management and metrics"
116,50,database marketing
116,51,data mining and visualization
116,70,advanced internet marketing
116,9942,advanced marketing analytics
116,73,marketing management
116,71,operations management
116,72,applied business research
116,74,quantitative research & analytics
116,10180,digital marketing
116,10188,social media and analytics
120,8546,data warehousing
120,10856,data mining and business intelligence
120,8545,programming languages and environments
120,8245,quantitative methods
120,4449,data mining project
120,8247,analytical methods
120,8248,business intelligence for enterprise value
120,8256,data analysis for project management maturity
120,5821,data analysis for business transformation projects
120,5824,advanced data mining and analytics
120,8253,special topics in data science
120,5822,research methods in data science
120,5826,thesis i
120,5828,thesis ii
122,4459,data mining
122,5829,"data integration, warehousing, and provenance"
122,7054,advanced data mining
122,7257,data-intensive computing
122,8233,online social network analysis
122,8234,probabilistic graphical models
122,8235,machine learning
122,8249,natural language processing
122,8250,data preparation and analysis
117,8252,analytical tools for management decisions
117,8254,business analytics
117,2944,database management systems
117,8257,"data mining, text mining and business intelligence"
117,9727,data visualization
117,9728,analytics for big data
117,9730,data warehousing
117,9731,project management
117,9733,business analytics capstone
117,9735,independent study
117,9736,web analytics
117,9738,optimization techniques for management decisions
117,9740,forensic accounting
117,9742,fraud examination
117,9743,fraud and the legal environment
117,9744,computer fraud
117,9745,information system auditing
117,9746,decision support and knowledge-based systems
117,186,business and economic forecasting
117,187,operations management
117,188,supply chain management
117,189,strategic managerial communications
117,190,brand management
117,191,marketing research
117,192,organizational behavior
117,193,team building
117,194,business analytics internship
124,3982,data mining
124,187,"data integration, warehousing, and provenance"
124,188,advanced data mining
124,189,data-intensive computing
124,190,online social network analysis
124,191,probabilistic graphical models
124,192,machine learning
124,193,natural language processing
124,194,data preparation and analysis
125,9021,master's project
126,8971,marketing analytics
126,6775,financial analytics
126,7312,healthcare analytics
126,10777,operations analytics
127,6455,elements of statistical consulting
127,11788,sas programming and applied statistics
127,11295,probability and statistical theory i
127,11296,probability and statistical theory ii
127,12831,statistical design of analysis of experiments
127,1716,applied regression analysis
127,12940,stochastic processes
127,2993,categorical data analysis
127,1739,applied survival analysis
127,1703,applied multivariate statistical analysis
127,1374,advanced statistical theory
127,1296,advanced biostatistics
127,11575,quantitative methods in bioinformatics
127,13767,topics in statistics and biostatistics
128,7940,database systems
128,7941,data mining
128,7957,data warehousing
128,2520,business analytics
128,6192,applied econometrics
128,7533,data-driven decision making
128,7945,data visualization
128,8489,forecasting methods
128,8960,research methods in marketing
129,3135,big data management/analytics
130,3129,telecommunication networks
130,3130,object-oriented programming
130,3131,database systems design & impl
130,3132,data science/machine learning
130,3134,big data management/analytics
130,3136,network security fundamentals
130,3137,innovation with blockchain technology
130,3138,it management
130,3139,project management concepts
130,3140,information technology finance
130,3141,capstone project
133,10450,regression analysis and multivariate methods
133,10451,generalized linear models
133,10452,foundations of data engineering
133,10453,analytics application development
133,10454,accounting and finance for analytics managers
133,10455,capstone project
133,10469,thesis research
134,14021,microeconomics i
134,12888,statistics i
134,80,statistics ii
134,78,databases for public policy
134,13111,summer internship
135,905,statistical analysis
135,898,"leadership skills: teams, strategies, and communication"
135,895,big data platforms
135,897,data mining principles
135,902,programming for analytics
135,896,data engineering platforms for analytics
135,554,linear algebra & matrix analysis
135,900,machine learning & predictive analytics
135,894,bayesian methods
135,904,research design for business applications
135,906,time series analysis & forecasting
135,903,real time analytics
135,901,marketing analytics
135,1032,linear and non-linear models for business applications
135,1030,advanced python for streaming analytics
135,1029,advanced machine learning and artificial intelligence
137,2106,healthcare data
137,2111,information sources in biomedical & health information sciences
137,2116,communication skills in health informatics
137,2119,ethics & legal issues in health informatics
137,2125,healthcare information systems
137,2129,management of healthcare communication systems
137,2132,health information systems analysis & design
137,2137,social and organizational issues in health informatics
137,2142,topics in health informatics
137,2165,health informatics capstone experience
138,329,management information systems
138,10061,management of database systems
138,10072,data warehousing
139,9504,mathematical statistics
139,1729,applied statistics
139,12826,statistical consulting
139,12824,statistical computing
139,1283,advanced analytics
140,9682,business forecasting and econometrics
140,9683,enterprise resource computing
140,9686,business intelligence and analytics
140,9687,data mining
143,2628,introduction to business analytics
143,2629,data warehousing & visualization
143,2632,simulation and optimization for business analytics
143,2633,developing value through ba applications
143,2641,thinking strategically: game theory and business strategy
143,2642,strategic marketing management
143,2643,operations management
143,2639,business econometrics
143,2644,predictive analytics for business strategy
144,2908,introduction to business analytics
144,10984,perform basic and advanced analytics tasks with jmp and excel
144,2909,data warehousing & visualization
145,12073,statitical analysis for effective decision-making
145,12789,introduction to statistics
145,8879,"machine learning, data mining, text mining"
145,4788,applied algorithms
145,4789,elements of artificial intelligence
145,4790,machine learning
145,4792,data mining
145,4793,computer vision
145,7676,search
145,7887,applied machine learning
145,7890,applied data mining
145,7893,network science
145,5213,data engineering and stewardship
145,6496,engineering cloud computing
145,6497,high performance computing
145,7885,big data applications and analytics
145,7886,big data software and projects
145,7889,"management, access, and use of big and complex data"
145,13938,visualization and storytelling
145,6498,information visualization
145,6499,scientific visualization
145,7892,data visualization
145,7891,data and society
145,4791,advanced database concepts
145,4787,algorithms design and analysis
145,7888,"management, access and use of big and complex data"
146,4695,introductory c++ programming
146,4696,object-oriented programming in c++
146,4697,computing tools for scientific research
146,4698,network technologies and systems administration
146,4699,computing and technology bootcamp
146,4700,user-interface programming
146,4701,mastering the world-wide web
146,4702,topics in programming
146,4703,introduction to computer science
146,4704,introduction to software systems
146,4705,computer structures
146,4706,data structures
146,4707,fundamentals of computing theory
146,4708,programming languages
146,4709,introduction to programming i
146,4710,introduction to programming ii
146,4711,theory of computing
146,4712,computational complexity
